epoch,accuracy,jacard_coef,loss,val_accuracy,val_jacard_coef,val_loss
27,0.420430988073349,0.2696908712387085,0.9333276152610779,0.4337182343006134,0.2799207270145416,0.9277563095092773
28,0.41991204023361206,0.2665359377861023,0.933728039264679,0.40682318806648254,0.25586509704589844,0.9313430786132812
29,0.4386177659034729,0.28115782141685486,0.9308521747589111,0.4074304699897766,0.2563003599643707,0.9290664792060852
30,0.4491397440433502,0.29116564989089966,0.9282410144805908,0.4186983108520508,0.26573747396469116,0.9253246784210205
31,0.45486974716186523,0.29793208837509155,0.927794873714447,0.4077812433242798,0.26089197397232056,0.933115541934967
32,0.44790783524513245,0.2937816083431244,0.9332897067070007,0.45778775215148926,0.2981182038784027,0.925868570804596
33,0.5076506733894348,0.3414289951324463,0.9264847636222839,0.45064088702201843,0.2917764186859131,0.9258981347084045
34,0.5087383389472961,0.343926340341568,0.9242823123931885,0.4563441276550293,0.2987597584724426,0.9294705986976624
35,0.48144400119781494,0.31963276863098145,0.9304967522621155,0.44559022784233093,0.2890053391456604,0.931739091873169
36,0.48552408814430237,0.3223901391029358,0.9309919476509094,0.462520569562912,0.30214923620224,0.9268566966056824
37,0.5189737677574158,0.35102009773254395,0.9247458577156067,0.45484936237335205,0.2935197949409485,0.9247450828552246
38,0.5023807883262634,0.3374638259410858,0.9243808388710022,0.474797785282135,0.3130389451980591,0.9233313202857971
39,0.5154571533203125,0.3490203320980072,0.9259026050567627,0.45028045773506165,0.29037046432495117,0.9262376427650452
40,0.5275561213493347,0.35965824127197266,0.9228882789611816,0.46469661593437195,0.30233341455459595,0.9247063994407654
41,0.518129289150238,0.3528181314468384,0.9222960472106934,0.46942824125289917,0.30799922347068787,0.9265645146369934
42,0.5309461951255798,0.3636487126350403,0.920828104019165,0.4750756621360779,0.3123973309993744,0.9240568280220032
43,0.535129964351654,0.3675684332847595,0.9209933876991272,0.4568324089050293,0.29528796672821045,0.9258952736854553
44,0.5382953882217407,0.36971384286880493,0.9207078814506531,0.4597148299217224,0.29773253202438354,0.9235480427742004
45,0.53387051820755,0.36711418628692627,0.9216226935386658,0.47848188877105713,0.3137384057044983,0.9216625094413757
46,0.5236751437187195,0.3568177819252014,0.9227288365364075,0.4755265712738037,0.3121322989463806,0.9266900420188904
47,0.5241765975952148,0.35769858956336975,0.9217593669891357,0.4475044310092926,0.28887754678726196,0.9264014363288879
48,0.537356972694397,0.3693046569824219,0.9204805493354797,0.4636968672275543,0.3028012216091156,0.9230524897575378
49,0.5345808267593384,0.36761248111724854,0.91888827085495,0.46890196204185486,0.30607539415359497,0.9245621562004089
50,0.5414505004882812,0.37386733293533325,0.9179034233093262,0.47617214918136597,0.3125497102737427,0.9206573367118835
51,0.5541127324104309,0.38499438762664795,0.9177623391151428,0.4821925759315491,0.3183606266975403,0.9227075576782227
52,0.5519655346870422,0.38207775354385376,0.9179053902626038,0.42606210708618164,0.2692110240459442,0.9275649189949036
53,0.5126157402992249,0.349666565656662,0.9207091927528381,0.472481906414032,0.3086378872394562,0.9248068928718567
54,0.5492060780525208,0.3804148733615875,0.9164875149726868,0.47988852858543396,0.31416040658950806,0.922238826751709
55,0.5430466532707214,0.37331050634384155,0.9171531200408936,0.47799205780029297,0.31508129835128784,0.9213307499885559
56,0.5077258348464966,0.3439408242702484,0.9232277274131775,0.4930601418018341,0.32776689529418945,0.9193524718284607
57,0.5306380987167358,0.36477428674697876,0.9208736419677734,0.4488701820373535,0.2911136746406555,0.9301698803901672
58,0.5461592674255371,0.37731221318244934,0.9207547307014465,0.4396020770072937,0.28020596504211426,0.9272923469543457
59,0.5102779269218445,0.34688153862953186,0.9206967949867249,0.5020735859870911,0.336250901222229,0.9242578148841858
60,0.5480790138244629,0.3804778754711151,0.9166792035102844,0.4812541604042053,0.3174436688423157,0.9259436130523682
61,0.5461243987083435,0.3798179030418396,0.9158424735069275,0.487179696559906,0.322951078414917,0.9266080856323242
62,0.548577070236206,0.38173094391822815,0.9168955683708191,0.4871842563152313,0.32373151183128357,0.9223976135253906
63,0.5439332127571106,0.3761294484138489,0.9164175391197205,0.4977878928184509,0.33431118726730347,0.9250869154930115
64,0.5500005483627319,0.38292592763900757,0.915151059627533,0.494718998670578,0.32915735244750977,0.9240253567695618
65,0.5657444000244141,0.39603766798973083,0.9121694564819336,0.504528284072876,0.3381637632846832,0.9216024875640869
66,0.5685911178588867,0.39907974004745483,0.9124727249145508,0.48049309849739075,0.3148828148841858,0.9246036410331726
67,0.568569004535675,0.3971109986305237,0.916038990020752,0.44476860761642456,0.2843148112297058,0.9330076575279236
68,0.5567019581794739,0.38639089465141296,0.9144058227539062,0.4593343734741211,0.29715850949287415,0.934800922870636
69,0.5159505605697632,0.35240256786346436,0.9221619963645935,0.45361173152923584,0.2929929792881012,0.9343268275260925
70,0.5619325637817383,0.3934445381164551,0.9131423830986023,0.5144515633583069,0.34646567702293396,0.9191980957984924
71,0.5702710747718811,0.3998095989227295,0.9135916829109192,0.4797963500022888,0.31492018699645996,0.9250054359436035
72,0.5572733283042908,0.39056915044784546,0.9117944240570068,0.5291031002998352,0.36016136407852173,0.9179492592811584
73,0.582785427570343,0.4135514199733734,0.9084539413452148,0.49517643451690674,0.3279207944869995,0.9229088425636292
74,0.5693588256835938,0.39730018377304077,0.9133538603782654,0.4558587372303009,0.29374873638153076,0.9323254227638245
75,0.5583142042160034,0.39131397008895874,0.9130538105964661,0.48507121205329895,0.3188406825065613,0.9217750430107117
76,0.5585181713104248,0.39115166664123535,0.9168311953544617,0.45731744170188904,0.295209139585495,0.9297979474067688
77,0.5474971532821655,0.38002705574035645,0.9155996441841125,0.5018309950828552,0.33504197001457214,0.9248535633087158
78,0.5367938280105591,0.36814776062965393,0.917765200138092,0.48693880438804626,0.3202614188194275,0.9279853701591492
79,0.5585973858833313,0.3889218866825104,0.9162089228630066,0.45321133732795715,0.2911335229873657,0.9310092926025391
80,0.5755157470703125,0.40635672211647034,0.9117745757102966,0.4517769515514374,0.29010534286499023,0.9291103482246399
81,0.5656751990318298,0.39825645089149475,0.918635368347168,0.49368762969970703,0.3272862136363983,0.9289093613624573
82,0.5429355502128601,0.37394601106643677,0.9208452701568604,0.5451502799987793,0.3746854364871979,0.914129912853241
83,0.5537052750587463,0.3832782804965973,0.9149343967437744,0.5289811491966248,0.35964468121528625,0.9149289727210999
84,0.5779587030410767,0.4092055857181549,0.9098889827728271,0.5480512976646423,0.3775760233402252,0.912645161151886
85,0.5851187109947205,0.41556495428085327,0.9047816395759583,0.5429589748382568,0.37313517928123474,0.914832592010498
86,0.5941508412361145,0.4242996573448181,0.9048277735710144,0.5355181097984314,0.36482661962509155,0.9146535396575928
87,0.5921984910964966,0.4231368601322174,0.9044168591499329,0.530329167842865,0.3605870306491852,0.9175698757171631
88,0.5911241769790649,0.42250269651412964,0.9046548008918762,0.5264992117881775,0.35708481073379517,0.9220764636993408
89,0.5947450995445251,0.4221591055393219,0.9039729237556458,0.5015674233436584,0.3348943293094635,0.9330207705497742
90,0.5808584690093994,0.41376885771751404,0.908517599105835,0.5077980756759644,0.34021419286727905,0.923608124256134
91,0.5616543889045715,0.3898858428001404,0.9082211852073669,0.5045234560966492,0.33655789494514465,0.9175673127174377
92,0.5360874533653259,0.37089163064956665,0.9095773100852966,0.5086238384246826,0.33996304869651794,0.9180769920349121
93,0.5810328125953674,0.4095853865146637,0.9132704138755798,0.46859779953956604,0.30363279581069946,0.9276490807533264
94,0.5462999939918518,0.38011959195137024,0.912489116191864,0.54349285364151,0.3734564483165741,0.917254626750946
95,0.554310142993927,0.38762366771698,0.903706967830658,0.5453102588653564,0.37440764904022217,0.9181961417198181
96,0.586877167224884,0.416144996881485,0.9036375880241394,0.45759686827659607,0.2949482798576355,0.9297616481781006
97,0.5829826593399048,0.4153672754764557,0.90213942527771,0.5028499960899353,0.33585870265960693,0.923882782459259
98,0.5984277129173279,0.42959064245224,0.9013094902038574,0.5337020754814148,0.36664271354675293,0.9208133816719055
99,0.5897365212440491,0.41991323232650757,0.9027723670005798,0.54539555311203,0.3745564818382263,0.915198564529419
